ts,price,date
1778702425072,2255.5200754586417,2026-05-13
1778706048556,2262.211354768107,2026-05-13
1778709642120,2255.385995029801,2026-05-13
1778713229522,2258.563791044637,2026-05-13
1778716825607,2257.6171092097293,2026-05-14
1778720433882,2266.477032144314,2026-05-14
1778724020552,2264.2789252717007,2026-05-14
1778727640570,2250.496795210615,2026-05-14
1778731208616,2240.0456149824945,2026-05-14
1778734808284,2255.7327481030247,2026-05-14
1778738441319,2267.755153846719,2026-05-14
1778742051420,2267.3178231282327,2026-05-14
1778745642738,2265.4772450722735,2026-05-14
1778749251799,2265.553565999653,2026-05-14
1778752867590,2256.9792441254353,2026-05-14
1778756460028,2261.1887497256357,2026-05-14
1778760050811,2254.2757604852236,2026-05-14
1778763647049,2259.906320968257,2026-05-14
1778767227134,2254.6256962072375,2026-05-14
1778770817757,2286.02969908647,2026-05-14
1778774448867,2297.3574979448185,2026-05-14
1778778049988,2306.9442866820555,2026-05-14
1778781637925,2309.0371301389996,2026-05-14
1778785214037,2309.8574206988237,2026-05-14
1778788855222,2298.2631801103175,2026-05-14
1778792436776,2297.1812197106033,2026-05-14
1778796044476,2296.7446646795515,2026-05-14
1778799604093,2297.3465046235356,2026-05-14
1778803231040,2281.4964960855596,2026-05-15
1778806856018,2290.265839232629,2026-05-15
1778810413624,2276.116670304752,2026-05-15
1778814055944,2276.4396100000486,2026-05-15
1778817623556,2273.1273570073104,2026-05-15
1778821268495,2263.708650147447,2026-05-15
1778824869490,2244.703734191557,2026-05-15
1778828471254,2254.3929015208405,2026-05-15
1778832006007,2264.748816445287,2026-05-15
1778835607366,2256.3187387876387,2026-05-15
1778839247770,2253.122403996118,2026-05-15
1778842826617,2262.3666702545747,2026-05-15
1778846435359,2257.1088782789257,2026-05-15
1778850041487,2253.1721518214094,2026-05-15
1778853607105,2214.1882634715557,2026-05-15
1778857200763,2214.6418325924637,2026-05-15
1778860856092,2221.591500560954,2026-05-15
1778864404938,2222.2840329637265,2026-05-15
1778868065922,2228.1289744025166,2026-05-15
1778871630208,2226.805675327838,2026-05-15
1778875239990,2222.567349955064,2026-05-15
1778878862308,2218.6338629589377,2026-05-15
1778882437350,2216.307839673124,2026-05-15
1778886035788,2222.8523575639106,2026-05-15
1778889636008,2223.5999584060537,2026-05-16
1778893252734,2225.430257985287,2026-05-16
1778896828747,2228.930497646739,2026-05-16
1778900436232,2227.510002431256,2026-05-16
1778904030038,2226.645979650535,2026-05-16
1778907640276,2224.4181689616894,2026-05-16
1778911244806,2223.9254672105917,2026-05-16
1778914843060,2214.6720898072695,2026-05-16
1778918454744,2193.6504573588286,2026-05-16
1778922045979,2192.7971482461444,2026-05-16
1778925660446,2173.2012241513953,2026-05-16
1778929231911,2172.3342731981884,2026-05-16
1778932836242,2175.431353547887,2026-05-16
1778936404076,2175.788675282608,2026-05-16
1778940038631,2176.916842528404,2026-05-16
1778943648974,2178.929275084622,2026-05-16
1778947242820,2178.9348942562965,2026-05-16
1778950830508,2173.046190482674,2026-05-16
1778954452525,2178.215817271033,2026-05-16
1778958053744,2180.5673923139493,2026-05-16
1778961650204,2178.4520791610844,2026-05-16
1778965226086,2180.7854870373526,2026-05-16
1778968842507,2182.038967814054,2026-05-16
1778972418999,2179.6233162367375,2026-05-16
1778976041132,2179.876738047661,2026-05-17
1778979630005,2176.339335796267,2026-05-17
1778983247950,2169.41383530797,2026-05-17
1778986859769,2172.70639306506,2026-05-17
1778990458548,2180.570902439471,2026-05-17
1778994072570,2186.642350475285,2026-05-17
1778997611169,2185.3175109794797,2026-05-17
1779001217672,2183.8235829328246,2026-05-17
1779004839984,2185.2108152952324,2026-05-17
1779008405804,2184.9250695173187,2026-05-17
1779012041181,2190.031508371732,2026-05-17
1779015665143,2192.289181718103,2026-05-17
1779019238883,2190.998012940629,2026-05-17
1779022841786,2193.421507639437,2026-05-17
1779026457661,2190.986488356279,2026-05-17
1779030012663,2185.9683222959484,2026-05-17
1779033646180,2185.457556262815,2026-05-17
1779037234514,2182.045462964563,2026-05-17
1779040838592,2182.6232671582934,2026-05-17
1779044408400,2186.536467234123,2026-05-17
1779048050307,2191.2438562110815,2026-05-17
1779051631401,2188.3282027388314,2026-05-17
1779055230178,2191.1528928589673,2026-05-17
1779058845704,2177.612740270725,2026-05-17
1779062446732,2128.0002275811294,2026-05-18
1779066043205,2112.081825055528,2026-05-18
1779069661170,2117.773099345257,2026-05-18
1779073239754,2114.367219671267,2026-05-18
1779076844673,2117.78322498737,2026-05-18
1779080420029,2122.968575485799,2026-05-18
1779084047146,2117.4627871713,2026-05-18
1779087642199,2117.7379238086783,2026-05-18
1779091251213,2120.1581512101247,2026-05-18
1779094823977,2120.4590642455914,2026-05-18
1779098435828,2115.62393704049,2026-05-18
1779102047926,2114.0956804181915,2026-05-18
1779105627007,2132.924754070001,2026-05-18
1779109208978,2151.3413609081126,2026-05-18
1779112837664,2129.795098276265,2026-05-18
1779116413626,2107.5613068259,2026-05-18
1779120050731,2107.05176861751,2026-05-18
1779123637019,2097.929031666315,2026-05-18
1779127223072,2106.5297031720193,2026-05-18
1779130816189,2081.326414710757,2026-05-18
1779134453414,2122.5363380003487,2026-05-18
1779138018535,2115.903928061827,2026-05-18
1779141644847,2136.407942903037,2026-05-18
1779145227328,2133.588509180764,2026-05-18
1779148849193,2128.491500875394,2026-05-19
1779152455373,2135.051162662468,2026-05-19
1779156046124,2124.409250438266,2026-05-19
1779159652306,2121.2281313663307,2026-05-19
1779163238652,2129.6356168142875,2026-05-19
1779166839963,2132.0816179453554,2026-05-19
1779170427863,2134.139284148331,2026-05-19
1779174017899,2135.7301703214725,2026-05-19
1779177670580,2139.8125717222824,2026-05-19
1779181246121,2132.783031169561,2026-05-19
1779184838439,2113.2445971498705,2026-05-19
1779188424599,2117.0413277754383,2026-05-19
1779192031188,2109.5673329560914,2026-05-19
1779195651653,2117.1383243513196,2026-05-19
1779199237536,2118.1803165725582,2026-05-19
1779202862954,2104.2381210969756,2026-05-19
1779206406881,2106.944600373794,2026-05-19
1779210069719,2119.8737619286603,2026-05-19
1779213623783,2113.773319645349,2026-05-19
1779217245118,2113.4967642751676,2026-05-19
1779220806633,2110.426568858353,2026-05-19
1779224407887,2116.736458624054,2026-05-19
1779228043972,2115.950785756877,2026-05-19
1779231630745,2105.0089837400183,2026-05-19
1779235242081,2109.7541528236497,2026-05-20
1779238833909,2108.716307878721,2026-05-20
